Bank_id,in_degree,out_degree,transaction_count,in_degree_sum,out_degree_sum,transaction_sum,money_laundering_fraction
327481,6,6,6,27187.699999999997,27187.699999999997,54375.399999999994,0.0
327482,0,15,15,0.0,1710.82,1710.82,0.0
327484,0,13,13,0.0,12417.7,12417.7,0.0
327487,0,10,10,0.0,3567.7599999999993,3567.7599999999993,0.0
327489,2,3,3,10267.15,11085.77,21352.92,0.0
327490,5,6,6,29090.75,30714.87,59805.619999999995,0.0
327492,4,4,4,11751.810000000001,11751.810000000001,23503.620000000003,0.0
327495,4,6,6,23559.02,28542.54,52101.56,0.0
327498,2,3,3,7955.2,23469.949999999997,31425.149999999998,0.0
327499,3,4,4,18352.31,25122.99,43475.3,0.0
327501,0,4,4,0.0,761.62,761.62,0.0
327502,1,2,2,482.71,728.0799999999999,1210.79,0.0
327503,0,13,13,0.0,32349.58,32349.58,0.0
327504,0,10,10,0.0,4463.799999999999,4463.799999999999,0.0
327505,2,3,3,3350.61,5121.7,8472.31,0.0
327506,4,5,5,26583.850000000002,26631.899999999998,53215.75,0.0
327508,0,10,10,0.0,1029.26,1029.26,0.0
327509,0,10,10,0.0,1920.4000000000003,1920.4000000000003,0.0
327510,2,4,4,5535.360000000001,7259.800000000001,12795.160000000002,0.0
327515,5,5,5,51934.270000000004,51934.270000000004,103868.54000000001,0.0
327520,0,16,16,0.0,30221.589999999997,30221.589999999997,0.0
327521,0,8,8,0.0,1348.78,1348.78,0.0
327524,0,19,19,0.0,7514.96,7514.96,0.0
327525,1,4,4,26659.83,44766.86,71426.69,0.0
327526,1,1,1,7162.57,7162.57,14325.14,0.0
327527,1,1,1,11814.08,11814.08,23628.16,0.0
327528,0,16,16,0.0,7942.8,7942.8,0.0
327529,0,10,10,0.0,1125.44,1125.44,0.0
327534,2,3,3,3460.31,7415.67,10875.98,0.0
327535,0,12,12,0.0,26994.05,26994.05,0.0
327536,2,2,2,9074.689999999999,9074.689999999999,18149.379999999997,0.0
327537,4,4,4,44647.909999999996,44647.909999999996,89295.81999999999,0.0
327538,1,2,2,2979.07,3004.4900000000002,5983.56,0.0
327539,4,5,5,52326.67,53021.46,105348.13,0.0
327540,0,3,3,0.0,38109.850000000006,38109.850000000006,0.0
327541,2,6,6,701.16,49382.0,50083.16,0.0
327542,2,3,3,461402.64,1725473.71,2186876.35,0.0
327543,2,2,2,747118.36,747118.36,1494236.72,0.0
327545,1,1,1,58968.77,58968.77,117937.54,0.0
327549,4,4,4,217645.33,217645.33,435290.66,0.0
327550,1,1,1,749726.52,749726.52,1499453.04,0.0
327555,0,9,9,0.0,45677.329999999994,45677.329999999994,0.0
327558,0,9,9,0.0,442484.29,442484.29,0.0
327559,0,10,10,0.0,254778.68000000002,254778.68000000002,0.0
327560,0,9,9,0.0,78661.31,78661.31,0.0
327562,0,6,6,0.0,84276.72000000002,84276.72000000002,0.0
327564,3,3,3,3411223.21,3411223.21,6822446.42,0.0
327565,0,4,4,0.0,96376.74,96376.74,0.0
327566,0,9,9,0.0,206467.19999999998,206467.19999999998,0.0
327569,0,2,2,0.0,6884.42,6884.42,0.0
327572,0,6,6,0.0,102862.34,102862.34,0.0
327574,4,4,4,4084528.7199999997,4084528.7199999997,8169057.4399999995,0.0
327579,0,1,1,0.0,12204.53,12204.53,0.0
327582,2,2,2,768214.91,768214.91,1536429.82,0.0
327583,0,1,1,0.0,586832.33,586832.33,0.0
327585,0,10,10,0.0,1308.76,1308.76,0.0
327588,0,6,6,0.0,23641.95,23641.95,0.0
327589,2,2,2,1210599.52,1210599.52,2421199.04,0.0
327590,0,18,18,0.0,110102.69000000002,110102.69000000002,0.0
327591,2,3,3,946449.13,1052072.55,1998521.6800000002,0.0
327593,1,1,1,239159.61,239159.61,478319.22,0.0
327595,0,12,12,0.0,1114445.56,1114445.56,0.0
327596,0,6,6,0.0,27229.04,27229.04,0.0
327599,0,8,8,0.0,915.9,915.9,0.0
327601,0,9,9,0.0,247051.89,247051.89,0.0
327603,3,4,4,10187.04,14871.58,25058.620000000003,0.0
327604,0,6,6,0.0,64552.340000000004,64552.340000000004,0.0
327605,2,10,10,409.84,93708.83,94118.67,0.0
327606,0,6,6,0.0,174145.45999999996,174145.45999999996,0.0
327607,0,4,4,0.0,114204.82,114204.82,0.0
327610,0,4,4,0.0,96725.57999999999,96725.57999999999,0.0
327611,0,9,9,0.0,89818.38,89818.38,0.0
327614,0,6,6,0.0,175576.28,175576.28,0.0
327616,2,2,2,397609.13,397609.13,795218.26,0.0
327617,2,3,3,155953.19999999998,4668504.6,4824457.8,0.0
327620,2,2,2,25438.149999999998,25438.149999999998,50876.299999999996,0.0
327621,2,2,2,3573292.75,3573292.75,7146585.5,0.0
327625,0,3,3,0.0,320173.59,320173.59,0.0
327627,0,12,12,0.0,87622.13,87622.13,0.0
327630,1,1,1,322404.02,322404.02,644808.04,0.0
327631,1,1,1,145985.04,145985.04,291970.08,0.0
327633,0,4,4,0.0,86967.22,86967.22,0.0
327634,1,1,1,50838.65,50838.65,101677.3,0.0
327635,1,1,1,912211.95,912211.95,1824423.9,0.0
327636,0,9,9,0.0,51918.68,51918.68,0.0
327642,0,16,16,0.0,5065.62,5065.62,0.0
327643,1,2,2,1841.55,2227.44,4068.99,0.0
327644,0,8,8,0.0,1017.6600000000001,1017.6600000000001,0.0
327645,3,4,4,18783.74,26946.72,45730.46000000001,0.0
327646,0,8,8,0.0,1253.6,1253.6,0.0
327647,3,4,4,8420.220000000001,8680.52,17100.74,0.0
327648,0,12,12,0.0,3124.56,3124.56,0.0
327651,3,5,5,21376.469999999998,36826.54,58203.009999999995,0.0
327652,0,4,4,0.0,955.6600000000001,955.6600000000001,0.0
327653,0,14,14,0.0,4202.76,4202.76,0.0
327654,4,5,5,24697.07,26673.17,51370.24,0.0
327656,0,17,17,0.0,4388.91,4388.91,0.0
327657,0,4,4,0.0,373.92,373.92,0.0
327659,0,18,18,0.0,3392.38,3392.38,0.0
327660,3,3,3,42543.45,42543.45,85086.9,0.0
327662,4,4,4,40125.21,40125.21,80250.42,0.0
327666,0,12,12,0.0,4322.88,4322.88,0.0
327668,3,3,3,4034.7200000000003,4034.7200000000003,8069.4400000000005,0.0
65528,3370,1318,4382,874118671.3514799,1966920045.3000362,2841038716.651516,0.00045641259698767686
327672,4,4,4,52896.950000000004,52896.950000000004,105793.90000000001,0.0
327673,0,8,8,0.0,8180.52,8180.52,0.0
327675,3,3,3,6075.629999999999,6075.629999999999,12151.259999999998,0.0
327677,0,8,8,0.0,1193.38,1193.38,0.0
327679,4,4,4,48950.54,48950.54,97901.08,0.0
327682,0,10,10,0.0,2846.4399999999996,2846.4399999999996,0.0
327683,5,5,5,28107.540000000005,28107.540000000005,56215.08000000001,0.0
327685,0,8,8,0.0,1178.02,1178.02,0.0
327687,2,3,3,34879.469999999994,42070.729999999996,76950.19999999998,0.0
327688,6,6,6,34554.079999999994,34554.079999999994,69108.15999999999,0.0
327689,5,6,6,34745.41,39480.62,74226.03,0.0
327692,3,4,4,4786.7699999999995,7853.320000000001,12640.09,0.0
327695,0,14,14,0.0,10377.42,10377.42,0.0
327696,0,12,12,0.0,4277.839999999999,4277.839999999999,0.0
327698,1,2,2,19253.34,19827.51,39080.85,0.0
327699,4,4,4,14756.470000000001,14756.470000000001,29512.940000000002,0.0
327702,0,6,6,0.0,1878.7800000000002,1878.7800000000002,0.0
327703,2,16,16,0.205518,8814.125518,8814.331036000001,0.0
327704,3,3,3,3929191.82,3929191.82,7858383.64,0.0
327705,2,14,14,2336.56,308813.62000000005,311150.18000000005,0.0
327706,3,4,4,2822028.11,2848283.17,5670311.279999999,0.0
327707,0,12,12,0.0,84984.22,84984.22,0.0
327709,0,3,3,0.0,638548.75,638548.75,0.0
327712,0,4,4,0.0,54160.479999999996,54160.479999999996,0.0
327713,4,5,5,1427804.44,1580803.3,3008607.74,0.0
327718,0,9,9,0.0,43837.659999999996,43837.659999999996,0.0
327721,0,14,14,0.0,68586.37999999999,68586.37999999999,0.0
327722,2,5,5,1369488.37,2011554.0500000003,3381042.4200000004,0.0
327723,2,8,8,7265.34,156001.62,163266.96,0.0
327724,0,21,21,0.0,302453.33999999997,302453.33999999997,0.0
327725,3,3,3,1509032.1700000002,1509032.1700000002,3018064.3400000003,0.0
327727,0,18,18,0.0,611614.88,611614.88,0.0
327729,0,4,4,0.0,128119.0,128119.0,0.0
327730,0,9,9,0.0,86654.98,86654.98,0.0
327732,0,6,6,0.0,128684.28,128684.28,0.0
327734,0,6,6,0.0,279051.58999999997,279051.58999999997,0.0
327735,0,9,9,0.0,109560.96,109560.96,0.0
327737,5,6,6,1128715.65,3241344.8,4370060.449999999,0.0
327738,0,10,10,0.0,173225.28000000003,173225.28000000003,0.0
327746,1,1,1,103324.26,103324.26,206648.52,0.0
327750,3,3,3,2389824.97,2389824.97,4779649.94,0.0
327757,2,2,2,156920.88,156920.88,313841.76,0.0
327759,0,2,2,0.0,51788.1,51788.1,0.0
327760,0,6,6,0.0,155914.59,155914.59,0.0
327765,0,2,2,0.0,65062.08,65062.08,0.0
327766,3,4,4,1278001.99,1339794.51,2617796.5,0.0
327768,0,4,4,0.0,160201.06,160201.06,0.0
327769,0,12,12,0.0,249101.4,249101.4,0.0
327770,0,9,9,0.0,27938.6,27938.6,0.0
327772,1,1,1,144767.16,144767.16,289534.32,0.0
327777,0,1,1,0.0,1708889.53,1708889.53,0.0
327778,3,3,3,36121.45,36121.45,72242.9,0.0
327781,0,10,10,0.0,212725.89999999997,212725.89999999997,0.0
327782,0,4,4,0.0,147964.82,147964.82,0.0
327783,0,9,9,0.0,754290.6799999999,754290.6799999999,0.0
327784,0,17,17,0.0,648305.7999999999,648305.7999999999,0.0
327785,0,9,9,0.0,199626.6,199626.6,0.0
327786,1,1,1,1272647.07,1272647.07,2545294.14,0.0
327788,0,1,1,0.0,2491322.94,2491322.94,0.0
327792,0,9,9,0.0,6390.4400000000005,6390.4400000000005,0.0
327793,0,2,2,0.0,450.56,450.56,0.0
327794,2,2,2,113678.95,113678.95,227357.9,0.0
327797,0,2,2,0.0,16987.22,16987.22,0.0
327798,0,4,4,0.0,110430.44,110430.44,0.0
327799,1,1,1,47252.06,47252.06,94504.12,0.0
327800,2,3,3,8810.19,48957.97,57768.16,0.0
327803,3,3,3,13097.759999999998,13097.759999999998,26195.519999999997,0.0
327804,2,3,3,3191938.6100000003,3229375.05,6421313.66,0.0
327805,3,3,3,1734401.82,1734401.82,3468803.64,0.0
327807,2,2,2,1716599.28,1716599.28,3433198.56,0.0
327809,0,9,9,0.0,55322.869999999995,55322.869999999995,0.0
327816,0,6,6,0.0,121781.18,121781.18,0.0
327821,0,2,2,0.0,65915.4,65915.4,0.0
327823,2,2,2,1161756.53,1161756.53,2323513.06,0.0
327824,0,15,15,0.0,477402.48,477402.48,0.0
327826,3,3,3,2180292.0300000003,2180292.0300000003,4360584.0600000005,0.0
327827,1,1,1,56143.31,56143.31,112286.62,0.0
327828,4,4,4,59561.95,59561.95,119123.9,0.0
327830,0,6,6,0.0,130360.1,130360.1,0.0
327831,3,3,3,706149.69,706149.69,1412299.38,0.0
327832,5,5,5,2083521.78,2083521.78,4167043.56,0.0
327834,0,18,18,0.0,4028.54,4028.54,0.0
327835,6,7,7,41791.19,55015.350000000006,96806.54000000001,0.0
327836,0,16,16,0.0,2190.8,2190.8,0.0
327840,2,11,11,7749.06,53504.16000000001,61253.22000000001,0.0
327843,2,3,3,529221.56,3097081.1499999994,3626302.7099999995,0.0
327844,0,7,7,0.0,4306.61,4306.61,0.0
327845,1,2,2,2677.14,4447.85,7124.99,0.0
327849,0,1,1,0.0,847010.83,847010.83,0.0
327851,0,14,14,0.0,3450.12,3450.12,0.0
327852,3,4,4,6089.4400000000005,15471.300000000003,21560.740000000005,0.0
327854,0,9,9,0.0,996.3900000000001,996.3900000000001,0.0
327855,0,11,11,0.0,28090.55,28090.55,0.0
327856,3,3,3,1813522.75,1813522.75,3627045.5,0.0
327858,1,1,1,1851335.77,1851335.77,3702671.54,0.0
327862,1,1,1,51165.06,51165.06,102330.12,0.0
327863,0,2,2,0.0,36623.96,36623.96,0.0
327864,0,2,2,0.0,64702.48,64702.48,0.0
327866,1,1,1,169914.75,169914.75,339829.5,0.0
327868,2,2,2,4168861.94,4168861.94,8337723.88,0.0
327869,1,1,1,163012.51,163012.51,326025.02,0.0
327873,2,7,7,347.62,121936.8,122284.42,0.0
327874,2,2,2,1564906.28,1564906.28,3129812.56,0.0
327876,3,4,4,560539.54,775975.96,1336515.5,0.0
327880,2,2,2,331282.73,331282.73,662565.46,0.0
327882,0,6,6,0.0,66224.92,66224.92,0.0
327883,0,14,14,0.0,281038.38,281038.38,0.0
327886,1,2,2,1878.45,2367.41,4245.86,0.0
327887,5,5,5,21080.98,21080.98,42161.96,0.0
327893,3,5,5,13342.77,74092.8,87435.57,0.0
327895,1,2,2,172311.63,213101.69,385413.32,0.0
327897,1,1,1,310823.45,310823.45,621646.9,0.0
327898,1,1,1,61243.6,61243.6,122487.2,0.0
327899,2,14,14,1506.54,169904.66,171411.2,0.0
327900,0,6,6,0.0,194664.0,194664.0,0.0
327901,0,8,8,0.0,4397.360000000001,4397.360000000001,0.0
327904,1,1,1,2244557.0,2244557.0,4489114.0,0.0
327907,0,3,3,0.0,60407.84,60407.84,0.0
327908,0,2,2,0.0,16937.96,16937.96,0.0
327909,0,9,9,0.0,1202948.51,1202948.51,0.0
327910,2,2,2,917929.87,917929.87,1835859.74,0.0
327913,1,2,2,103725.08,1860687.1500000001,1964412.2300000002,0.0
327914,0,12,12,0.0,293772.79,293772.79,0.0
327915,2,3,3,3052893.9299999997,5124483.39,8177377.319999999,0.0
327920,0,12,12,0.0,231519.91999999998,231519.91999999998,0.0
327921,1,2,2,305409.92,560499.11,865909.03,0.0
327923,1,1,1,4134171.37,4134171.37,8268342.74,0.0
327924,0,6,6,0.0,2264.96,2264.96,0.0
327925,5,7,7,52835.759999999995,95284.99000000002,148120.75,0.0
327926,3,3,3,3570008.5,3570008.5,7140017.0,0.0
327927,0,9,9,0.0,114119.22,114119.22,0.0
327929,2,2,2,286913.18000000005,286913.18000000005,573826.3600000001,0.0
327930,0,3,3,0.0,42602.630000000005,42602.630000000005,0.0
327931,0,2,2,0.0,60781.5,60781.5,0.0
327932,2,4,4,1753252.91,2542904.59,4296157.5,0.0
65793,396,94,455,51913127.64999999,3583793.1400000006,55496920.78999999,0.0
327938,3,3,3,2993752.2199999997,2993752.2199999997,5987504.4399999995,0.0
327937,0,10,10,0.0,210358.64,210358.64,0.0
327940,2,2,2,32484.260000000002,32484.260000000002,64968.520000000004,0.0
327939,0,2,2,0.0,63185.12,63185.12,0.0
327943,2,3,3,931609.3200000001,1028132.4,1959741.7200000002,0.0
327945,1,1,1,166970.22,166970.22,333940.44,0.0
327947,6,7,7,3467419.42,6327597.449999999,9795016.87,0.0
327948,0,6,6,0.0,120897.78,120897.78,0.0
327950,0,2,2,0.0,57297.36,57297.36,0.0
327951,2,3,3,1360041.63,1851854.73,3211896.36,0.0
327953,0,9,9,0.0,260971.13,260971.13,0.0
327954,2,2,2,479478.72000000003,479478.72000000003,958957.4400000001,0.0
327955,0,6,6,0.0,75717.78,75717.78,0.0
327957,1,1,1,161489.55,161489.55,322979.1,0.0
327959,1,1,1,682610.39,682610.39,1365220.78,0.0
65816,352,51,377,13584707.5,4430612.45,18015319.95,0.0
327962,2,2,2,219386.63,219386.63,438773.26,0.0
327964,3,3,3,586687.22,586687.22,1173374.44,0.0
327968,2,2,2,395493.96,395493.96,790987.92,0.0
327969,2,3,3,1063240.63,1437114.49,2500355.12,0.0
327973,3,3,3,12545.970000000001,12545.970000000001,25091.940000000002,0.0
327974,0,8,8,0.0,1683.44,1683.44,0.0
327977,4,4,4,27972.690000000002,27972.690000000002,55945.380000000005,0.0
327978,0,6,6,0.0,1066.9199999999998,1066.9199999999998,0.0
327981,0,8,8,0.0,3307.7200000000003,3307.7200000000003,0.0
65838,458,54,487,6948619.35,1456392.26,8405011.61,0.0
327985,1,1,1,2537205.56,2537205.56,5074411.12,0.0
327986,0,6,6,0.0,289641.13,289641.13,0.0
327988,1,2,2,1139969.26,1795140.08,2935109.34,0.0
327989,0,10,10,0.0,6607.1,6607.1,0.0
327990,0,13,13,0.0,14584.289999999997,14584.289999999997,0.0
327994,0,8,8,0.0,2236.26,2236.26,0.0
327995,3,3,3,18269.36,18269.36,36538.72,0.0
327999,0,10,10,0.0,817.8999999999999,817.8999999999999,0.0
328000,3,6,6,26566.050000000003,32300.700000000004,58866.75000000001,0.0
328001,0,8,8,0.0,2419.54,2419.54,0.0
328005,0,19,19,0.0,6029.35,6029.35,0.0
328007,0,8,8,0.0,51627.94,51627.94,0.0
328008,2,10,10,265.64,74910.01000000001,75175.65000000001,0.0
328009,2,16,16,187.66,83654.54000000001,83842.20000000001,0.0
328016,0,14,14,0.0,22508.35,22508.35,0.0
328017,0,4,4,0.0,544.12,544.12,0.0
328018,0,12,12,0.0,1243.98,1243.98,0.0
328019,5,5,5,54607.689999999995,54607.689999999995,109215.37999999999,0.0
328020,0,14,14,0.0,1964.4800000000002,1964.4800000000002,0.0
328021,0,12,12,0.0,5661.68,5661.68,0.0
328023,2,10,10,631.02,160162.18,160793.19999999998,0.0
328026,0,12,12,0.0,128040.26000000002,128040.26000000002,0.0
328028,0,6,6,0.0,219877.89,219877.89,0.0
328029,0,15,15,0.0,406622.36,406622.36,0.0
328031,0,6,6,0.0,54239.93,54239.93,0.0
328033,1,2,2,693970.04,884368.76,1578338.8,0.0
328034,1,1,1,102416.78,102416.78,204833.56,0.0
328035,0,9,9,0.0,36104.509999999995,36104.509999999995,0.0
328037,0,2,2,0.0,3523.68,3523.68,0.0
328038,2,3,3,388030.5,2294048.8899999997,2682079.3899999997,0.0
328039,1,1,1,644584.57,644584.57,1289169.14,0.0
328041,0,4,4,0.0,36193.06,36193.06,0.0
328043,4,4,4,1350418.66,1350418.66,2700837.32,0.0
328044,0,4,4,0.0,64273.24,64273.24,0.0
328046,0,9,9,0.0,115220.77999999998,115220.77999999998,0.0
328048,0,12,12,0.0,387994.26999999996,387994.26999999996,0.0
328049,0,6,6,0.0,42826.54,42826.54,0.0
328050,0,12,12,0.0,228222.04,228222.04,0.0
328052,1,1,1,485527.98,485527.98,971055.96,0.0
328053,3,4,4,632569.8500000001,661598.3,1294168.1500000001,0.0
328054,0,3,3,0.0,25047.68,25047.68,0.0
328055,3,3,3,120305.33,120305.33,240610.66,0.0
328056,3,3,3,962423.12,962423.12,1924846.24,0.0
328058,0,6,6,0.0,65268.649999999994,65268.649999999994,0.0
328059,0,3,3,0.0,348927.0,348927.0,0.0
328061,0,6,6,0.0,184603.64,184603.64,0.0
328067,1,1,1,4795623.45,4795623.45,9591246.9,0.0
328068,1,1,1,56654.38,56654.38,113308.76,0.0
328071,0,4,4,0.0,124986.22,124986.22,0.0
328073,0,4,4,0.0,174434.44,174434.44,0.0
328075,0,2,2,0.0,36451.14,36451.14,0.0
328076,0,2,2,0.0,90987.04,90987.04,0.0
328077,0,4,4,0.0,138637.96000000002,138637.96000000002,0.0
328080,2,3,3,696927.76,1523801.2,2220728.96,0.0
328083,1,1,1,7449.09,7449.09,14898.18,0.0
328084,0,6,6,0.0,6269.459999999999,6269.459999999999,0.0
328085,0,4,4,0.0,8511.720000000001,8511.720000000001,0.0
328086,0,2,2,0.0,4394.5,4394.5,0.0
328087,1,2,2,2220.84,11738.12,13958.960000000001,0.0
328089,2,10,10,69316.12,261233.6,330549.72,0.0
328092,0,8,8,0.0,176578.14,176578.14,0.0
328094,2,3,3,171358.86000000002,723897.59,895256.45,0.0
328096,0,12,12,0.0,1279185.31,1279185.31,0.0
328098,1,1,1,2439893.2,2439893.2,4879786.4,0.0
328101,0,10,10,0.0,4593.78,4593.78,0.0
328102,0,19,19,0.0,4448.73,4448.73,0.0
328103,0,8,8,0.0,1622.42,1622.42,0.0
328108,0,16,16,0.0,2114.4400000000005,2114.4400000000005,0.0
328112,0,11,11,0.0,6884.780000000001,6884.780000000001,0.0
328113,0,8,8,0.0,591.78,591.78,0.0
328115,0,8,8,0.0,3452.7200000000003,3452.7200000000003,0.0
328117,4,4,4,70409.75,70409.75,140819.5,0.0
65975,442,106,511,9287903.43,6468825.49,15756728.92,0.0
65976,297,65,330,5749695.630000001,6434716.770000001,12184412.400000002,0.0
328119,0,10,10,0.0,3074.3999999999996,3074.3999999999996,0.0
328122,2,18,18,584.24,5768.74,6352.98,0.0
328124,0,16,16,0.0,6483.450000000001,6483.450000000001,0.0
328125,1,1,1,160.18,160.18,320.36,0.0
328128,0,10,10,0.0,3161.9599999999996,3161.9599999999996,0.0
328130,4,5,5,16361.220000000001,21967.600000000002,38328.82000000001,0.0
328133,4,5,5,32001.87,33223.4,65225.270000000004,0.0
328134,0,10,10,0.0,2403.3599999999997,2403.3599999999997,0.0
65991,621,86,674,267093577.58783403,9329228.239999998,276422805.827834,0.0
328135,0,8,8,0.0,4339.98,4339.98,0.0
328137,0,14,14,0.0,3922.4599999999996,3922.4599999999996,0.0
328136,0,14,14,0.0,1291.6800000000003,1291.6800000000003,0.0
328139,3,5,5,27629.699999999997,53625.43,81255.13,0.0
328141,0,10,10,0.0,2523.48,2523.48,0.0
328144,1,2,2,155.45,28821.530000000002,28976.980000000003,0.0
328147,4,5,5,19479.13,19890.54,39369.67,0.0
328148,3,3,3,34791.2,34791.2,69582.4,0.0
328151,2,3,3,2818.09,49760.07000000001,52578.16,0.0
328153,6,6,6,90795.35,90795.35,181590.7,0.0
328154,0,13,13,0.0,23480.239999999994,23480.239999999994,0.0
328156,4,5,5,34640.840000000004,66142.37,100783.20999999999,0.0
328159,0,24,24,0.0,11209.04,11209.04,0.0
328160,4,5,5,52183.2,55385.76,107568.95999999999,0.0
328164,2,2,2,8215.31,8215.31,16430.62,0.0
328165,1,1,1,1026.92,1026.92,2053.84,0.0
328166,2,4,4,48213.350000000006,70516.83,118730.18000000001,0.0
328168,2,2,2,942.9200000000001,942.9200000000001,1885.8400000000001,0.0
328169,4,5,5,18683.99,19609.49,38293.48,0.0
328170,0,8,8,0.0,2192.76,2192.76,0.0
328172,2,5,5,10370.61,80909.4,91280.01,0.0
328173,0,10,10,0.0,4056.9599999999996,4056.9599999999996,0.0
328177,0,8,8,0.0,3526.08,3526.08,0.0
328178,1,2,2,13215.25,45837.04,59052.29,0.0
328181,0,14,14,0.0,5558.6,5558.6,0.0
328183,0,14,14,0.0,3931.3799999999997,3931.3799999999997,0.0
328185,0,18,18,0.0,17205.420000000002,17205.420000000002,0.0
328186,2,3,3,2647.06,5145.91,7792.969999999999,0.0
328190,2,4,4,3949.6400000000003,5598.15,9547.79,0.0
328191,4,4,4,42281.66,42281.66,84563.32,0.0
328196,0,8,8,0.0,2588.0,2588.0,0.0
328197,0,6,6,0.0,3299.92,3299.92,0.0
328198,1,1,1,13518.0,13518.0,27036.0,0.0
328202,6,6,6,45358.67,45358.67,90717.34,0.0
328205,0,13,13,0.0,12024.229999999998,12024.229999999998,0.0
328206,0,1,1,0.0,709.26,709.26,0.0
328207,1,3,3,652.17,28117.129999999997,28769.299999999996,0.0
328208,2,2,2,16715.96,16715.96,33431.92,0.0
328209,2,2,2,3147.35,3147.35,6294.7,0.0
328210,4,4,4,40740.79,40740.79,81481.58,0.0
328212,4,4,4,35211.16,35211.16,70422.32,0.0
328214,2,2,2,3666.6400000000003,3666.6400000000003,7333.280000000001,0.0
328217,2,2,2,9029.9,9029.9,18059.8,0.0
328219,3,3,3,46543.259999999995,46543.259999999995,93086.51999999999,0.0
328221,4,4,4,26845.010000000002,26845.010000000002,53690.020000000004,0.0
328225,0,14,14,0.0,1379.2,1379.2,0.0
328230,2,3,3,32886.42,40681.32,73567.73999999999,0.0
328232,1,1,1,13360.63,13360.63,26721.26,0.0
328238,2,2,2,18899.89,18899.89,37799.78,0.0
328240,0,12,12,0.0,2764.12,2764.12,0.0
328242,3,3,3,5071.41,5071.41,10142.82,0.0
328244,0,16,16,0.0,3526.78,3526.78,0.0
328246,6,6,6,24560.29,24560.29,49120.58,0.0
328248,0,19,19,0.0,14581.210000000001,14581.210000000001,0.0
328249,0,10,10,0.0,1220.4,1220.4,0.0
328250,6,7,7,100689.79999999999,109965.41,210655.21,0.0
328251,2,4,4,26636.58,40865.99999999999,67502.57999999999,0.0
328255,1,1,1,48707.58,48707.58,97415.16,0.0
328257,5,5,5,23044.23,23044.23,46088.46,0.0
328258,1,1,1,1149.15,1149.15,2298.3,0.0
328259,3,3,3,6131.15,6131.15,12262.3,0.0
328261,0,10,10,0.0,2925.7200000000003,2925.7200000000003,0.0
328262,3,4,4,28573.98,28672.77,57246.75,0.0
328263,0,10,10,0.0,3842.6200000000003,3842.6200000000003,0.0
328264,3,3,3,38759.61,38759.61,77519.22,0.0
328267,0,8,8,0.0,538.02,538.02,0.0
328269,0,10,10,0.0,5691.8,5691.8,0.0
328271,5,6,6,85424.75,92218.5,177643.25,0.0
328272,6,7,7,12126.09,31865.2,43991.29,0.0
328273,3,4,4,34316.81,35039.0,69355.81,0.0
328274,4,6,6,27061.05,43953.060000000005,71014.11,0.0
328275,4,4,4,46754.53,46754.53,93509.06,0.0
328282,5,7,7,17624.45,20222.02,37846.47,0.0
328284,3,3,3,10840.3,10840.3,21680.6,0.0
328285,3,4,4,38511.02,38975.39,77486.41,0.0
328286,0,14,14,0.0,4435.840000000001,4435.840000000001,0.0
328287,0,12,12,0.0,5883.0599999999995,5883.0599999999995,0.0
328289,2,2,2,5229.92,5229.92,10459.84,0.0
328290,0,8,8,0.0,1270.92,1270.92,0.0
328292,3,3,3,33029.66,33029.66,66059.32,0.0
328293,0,13,13,0.0,20334.920000000002,20334.920000000002,0.0
66148,477,132,569,13223852.410000002,9577935.34,22801787.75,0.0
328295,3,3,3,12001.19,12001.19,24002.38,0.0
328294,0,6,6,0.0,1782.06,1782.06,0.0
328297,1,1,1,3926.8,3926.8,7853.6,0.0
328298,0,8,8,0.0,3151.08,3151.08,0.0
328299,0,20,20,0.0,4586.48,4586.48,0.0
328300,5,5,5,91602.39,91602.39,183204.78,0.0
328301,2,3,3,5517.33,5747.1900000000005,11264.52,0.0
328302,0,8,8,0.0,1739.3,1739.3,0.0
328305,2,3,3,9026.67,9796.06,18822.73,0.0
328306,1,2,2,3491.36,3955.3900000000003,7446.75,0.0
328307,0,10,10,0.0,1936.3000000000002,1936.3000000000002,0.0
328308,0,6,6,0.0,2497.5699999999997,2497.5699999999997,0.0
328309,0,11,11,0.0,10802.7,10802.7,0.0
328312,0,4,4,0.0,500.56,500.56,0.0
328313,2,16,16,1858.38,6739.219999999999,8597.599999999999,0.0
328314,3,4,4,39950.68000000001,53168.30000000001,93118.98000000001,0.0
66170,552,75,587,173376566.91,3334775.0699999994,176711341.98,0.0
